LOCATION,VARIABLE,Variable,SOURCE,Source,YEAR,Year,visitors,Flag Codes,Flags
FRA,NLD,Netherlands,DEMAND,Tourism demand surveys,2016,2016,4056073,,
FRA,NLD,Netherlands,DEMAND,Tourism demand surveys,2017,2017,4307442,,
FRA,NLD,Netherlands,DEMAND,Tourism demand surveys,2018,2018,4730077,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2008,2008,3327582,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2009,2009,3060812,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2010,2010,2780318,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2011,2011,3208279,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2012,2012,2888031,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2013,2013,2967633,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2014,2014,3153057,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2015,2015,3622362,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2016,2016,4180317,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2017,2017,4395522,,
FRA,USA,United States,DEMAND,Tourism demand surveys,2018,2018,4487891,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2008,2008,526160008,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2009,2009,512178834,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2010,2010,510933561,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2011,2011,551934722,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2012,2012,560816821,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2013,2013,586682161,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2014,2014,571650956,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2015,2015,577210860,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2016,2016,561037147,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2017,2017,582100330,,
FRA,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,DEMAND,Tourism demand surveys,2018,2018,596784417,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2008,2008,24857752,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2009,2009,24125057,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2010,2010,26764892,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2011,2011,28264456,B,Break
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,30299258,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,31407471,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,32859540,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,34831012,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,35404924,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,37307331,,
DEU,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,38747698,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2008,2008,1768795,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2009,2009,1842708,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2010,2010,2011850,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2011,2011,2283149,B,Break
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2012,2012,2469410,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2013,2013,2573921,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2014,2014,2757996,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2015,2015,3007543,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2016,2016,3096120,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2017,2017,3166774,,
DEU,CHE,Switzerland,SUPPLY,Tourism supply surveys,2018,2018,3295205,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2008,2008,1967318,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2009,2009,1745344,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2010,2010,1982141,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2011,2011,2050471,B,Break
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2012,2012,2157440,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2013,2013,2289039,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2014,2014,2409966,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2015,2015,2553812,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2016,2016,2545455,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2017,2017,2595745,,
DEU,GBR,United Kingdom,SUPPLY,Tourism supply surveys,2018,2018,2674111,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2008,2008,1420501,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2009,2009,1442359,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2010,2010,1518500,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2011,2011,1533309,B,Break
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2012,2012,1576133,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2013,2013,1575479,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2014,2014,1636587,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2015,2015,1707991,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2016,2016,1644667,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2017,2017,1702032,,
DEU,ITA,Italy,SUPPLY,Tourism supply surveys,2018,2018,1780710,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2008,2008,3583914,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2009,2009,3686347,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2010,2010,3912234,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2011,2011,4029435,B,Break
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2012,2012,4161853,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2013,2013,4116595,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2014,2014,4227674,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2015,2015,4315047,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2016,2016,4466447,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2017,2017,4574457,,
DEU,NLD,Netherlands,SUPPLY,Tourism supply surveys,2018,2018,4703307,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2008,2008,1973074,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2009,2009,1934754,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2010,2010,2198032,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2011,2011,2158767,B,Break
DEU,USA,United States,SUPPLY,Tourism supply surveys,2012,2012,2308966,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2013,2013,2304742,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2014,2014,2364563,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2015,2015,2528066,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2016,2016,2552660,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2017,2017,2802688,,
DEU,USA,United States,SUPPLY,Tourism supply surveys,2018,2018,2964240,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2008,2008,56239679,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2009,2009,54096574,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2010,2010,59658760,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2011,2011,63081467,B,Break
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,68161503,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,71191942,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,74805253,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,78827773,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,79946914,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,83111000,,
DEU,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,86961856,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2008,2008,45218023,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2009,2009,43472369,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2010,2010,48382473,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2011,2011,51389822,B,Break
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2012,2012,55529150,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2013,2013,58322664,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2014,2014,61311889,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2015,2015,64890191,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2016,2016,65860750,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2017,2017,68653000,,
DEU,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,SUPPLY,Tourism supply surveys,2018,2018,71418492,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2008,2008,11021656,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2009,2009,10624205,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2010,2010,11276287,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2011,2011,11691645,B,Break
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2012,2012,12632353,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2013,2013,12869278,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2014,2014,13493364,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2015,2015,13937582,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2016,2016,14086164,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2017,2017,14458000,,
DEU,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,SUPPLY,Tourism supply surveys,2018,2018,15543364,,
GRC,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2012,2012,11230515,,
GRC,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2013,2013,12749395,,
GRC,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2014,2014,15259242,,
GRC,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2015,2015,16501709,,
GRC,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2016,2016,16915996,,
GRC,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2017,2017,19068697,,
GRC,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),SUPPLY,Tourism supply surveys,2018,2018,20913550,,
GRC,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2012,2012,61054383,,
GRC,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2013,2013,68992640,,
GRC,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2014,2014,80174274,,
GRC,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2015,2015,85164063,,
GRC,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2016,2016,87912850,,
GRC,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2017,2017,97034421,,
GRC,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,SUPPLY,Tourism supply surveys,2018,2018,102571241,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2008,2008,15938806,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2009,2009,14914537,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2010,2010,15007493,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2011,2011,16427247,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2012,2012,16946543,B,Break
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2013,2013,20111406,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2014,2014,24272388,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2015,2015,26114228,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2016,2016,28070833,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2017,2017,30161033,,
GRC,INB_ARRIVALS_TOTAL,Total international arrivals,DEMAND,Tourism demand surveys,2018,2018,33072157,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2008,2008,623476,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2009,2009,657130,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2010,2010,664389,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2011,2011,686209,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2012,2012,599110,B,Break
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2013,2013,691874,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2014,2014,1534656,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2015,2015,1900643,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2016,2016,2522804,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2017,2017,2546307,,
GRC,BGR,Bulgaria,DEMAND,Tourism demand surveys,2018,2018,3135327,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2008,2008,2469152,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2009,2009,2364486,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2010,2010,2038872,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2011,2011,2240481,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2012,2012,2108787,B,Break
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2013,2013,2267545,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2014,2014,2459228,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2015,2015,2810349,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2016,2016,3138735,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2017,2017,3705950,,
GRC,DEU,Germany,DEMAND,Tourism demand surveys,2018,2018,4381448,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2008,2008,910021,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2009,2009,962434,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2010,2010,868348,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2011,2011,1149388,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2012,2012,977375,B,Break
GRC,FRA,France,DEMAND,Tourism demand surveys,2013,2013,1152217,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2014,2014,1463159,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2015,2015,1522100,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2016,2016,1313536,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2017,2017,1419799,,
GRC,FRA,France,DEMAND,Tourism demand surveys,2018,2018,1524001,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2008,2008,2278012,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2009,2009,2112151,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2010,2010,1802202,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2011,2011,1758093,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2012,2012,1920794,B,Break
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2013,2013,1846332,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2014,2014,2089529,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2015,2015,2397169,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2016,2016,2894655,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2017,2017,3002042,,
GRC,GBR,United Kingdom,DEMAND,Tourism demand surveys,2018,2018,2942763,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2008,2008,1099983,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2009,2009,935010,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2010,2010,843611,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2011,2011,938233,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2012,2012,848073,B,Break
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2013,2013,964314,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2014,2014,1117711,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2015,2015,1355329,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2016,2016,1386902,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2017,2017,1441298,,
GRC,ITA,Italy,DEMAND,Tourism demand surveys,2018,2018,1667114,,
GRC,MKD,Former Yugoslav Republic of Macedonia,DEMAND,Tourism demand surveys,2010,2010,1104576,,
GRC,MKD,Former Yugoslav Republic of Macedonia,DEMAND,Tourism demand surveys,2011,2011,1356229,,
GRC,MKD,Former Yugoslav Republic of Macedonia,DEMAND,Tourism demand surveys,2012,2012,1300097,B,Break
GRC,MKD,Former Yugoslav Republic of Macedonia,DEMAND,Tourism demand surveys,2013,2013,1691800,,
GRC,MKD,Former Yugoslav Republic of Macedonia,DEMAND,Tourism demand surveys,2014,2014,2346580,,
GRC,MKD,Former Yugoslav Republic of Macedonia,DEMAND,Tourism demand surveys,2015,2015,3023058,,
GRC,MKD,Former Yugoslav Republic of Macedonia,DEMAND,Tourism demand surveys,2016,2016,1721115,,
GRC,MKD,Former Yugoslav Republic of Macedonia,DEMAND,Tourism demand surveys,2017,2017,1571489,,
GRC,MKD,Former Yugoslav Republic of Macedonia,DEMAND,Tourism demand surveys,2018,2018,1187239,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2008,2008,756938,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2009,2009,651437,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2010,2010,528158,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2011,2011,560723,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2012,2012,478482,B,Break
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2013,2013,580868,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2014,2014,657339,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2015,2015,639107,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2016,2016,770690,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2017,2017,947159,,
GRC,NLD,Netherlands,DEMAND,Tourism demand surveys,2018,2018,1014998,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2008,2008,327260,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2009,2009,307597,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2010,2010,257941,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2011,2011,223699,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2012,2012,230396,B,Break
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2013,2013,278874,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2014,2014,543361,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2015,2015,540289,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2016,2016,1026110,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2017,2017,1148944,,
GRC,ROU,Romania,DEMAND,Tourism demand surveys,2018,2018,1389398,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2008,2008,309071,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2009,2009,276023,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2010,2010,451239,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2011,2011,738928,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2012,2012,874787,B,Break
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2013,2013,1352901,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2014,2014,1250174,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2015,2015,512789,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2016,2016,595482,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2017,2017,588667,,
GRC,RUS,Russian Federation,DEMAND,Tourism demand surveys,2018,2018,520182,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2008,2008,207608,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2009,2009,200349,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2010,2010,561197,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2011,2011,552091,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2012,2012,602306,B,Break
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2013,2013,831114,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2014,2014,976758,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2015,2015,1153046,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2016,2016,889762,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2017,2017,971841,,
GRC,TUR,Turkey,DEMAND,Tourism demand surveys,2018,2018,929730,,
